1;1;1
1;2;1
1;3;1
2;1;2
2;2;2
2;3;2
3;1;3
3;2;3
3;3;3
4;1;4
4;2;4
4;3;4
5;1;5
5;2;6
5;3;7
6;1;8
6;2;9
6;3;10
7;1;10
7;2;10
7;3;11
8;1;11
8;2;11
8;3;12
9;1;12
9;2;12
9;3;12
